product_id	product_name	category	subcategory	brand	cost_price	order_count	units_sold	total_revenue	avg_selling_price	avg_profit_per_unit	total_profit	avg_discount_percent
689	HP Accessories Versatile mobile hub	Electronics	Accessories	HP	743.02	92	16512	27560340.45	1737.650000	1654.5127536196	15291594.21	5.49
327	HP Accessories Cloned discrete circuit	Electronics	Accessories	HP	682.71	86	14835	23262397.80	1596.070000	1559.2990697674	13134394.95	2.63
381	Microsoft Smartphones Fully-configurable transitional customer loyalty	Electronics	Smartphones	Microsoft	725.85	83	13800	22571485.85	1691.240000	1629.7455622530	12554755.85	4.76
579	Dell Gaming Organic secondary flexibility	Electronics	Gaming	Dell	688.35	75	13392	21589178.72	1659.980000	1603.0357111067	12370795.52	4.15
823	Sony Smartphones Streamlined coherent forecast	Electronics	Smartphones	Sony	715.33	83	13328	21229355.84	1641.670000	1585.2845983976	11695437.60	4.26
621	HP Accessories Reactive didactic infrastructure	Electronics	Accessories	HP	653.98	81	13924	20461911.54	1518.130000	1455.9666049383	11355894.02	4.66
991	Microsoft Smartphones User-centric 6thgeneration alliance	Electronics	Smartphones	Microsoft	679.74	82	13764	20186441.12	1518.650000	1456.9254471463	10830499.76	4.64
997	Apple Accessories Extended optimizing conglomeration	Electronics	Accessories	Apple	779.24	82	12430	19391526.59	1612.370000	1548.9292682927	9705573.39	4.35
871	Sony Tablets Front-line zero administration capacity	Electronics	Tablets	Sony	739.26	78	13224	19200308.40	1511.520000	1441.7113461538	9424334.16	5.76
234	HP Gaming Streamlined bandwidth-monitored system engine	Electronics	Gaming	HP	680.57	89	17408	18587328.08	1106.830000	1061.0428277191	6739965.52	5.08
217	Apple Gaming De-engineered client-driven model	Electronics	Gaming	Apple	743.09	74	11663	18581388.88	1648.670000	1582.5793243243	9914730.21	4.96
620	Samsung Gaming Grass-roots mission-critical installation	Electronics	Gaming	Samsung	719.34	78	11554	18557193.32	1670.890000	1596.8331196667	10245938.96	5.27
56	HP Accessories Adaptive intermediate forecast	Electronics	Accessories	HP	718.89	72	11655	18371749.20	1630.020000	1570.4079629583	9993086.25	5.08
384	Sony Laptops Secured bottom-line projection	Electronics	Laptops	Sony	776.21	81	13104	18245273.67	1436.040000	1382.7518930000	8073817.83	4.21
566	Dell Accessories Optimized dynamic ability	Electronics	Accessories	Dell	719.48	68	10300	17883169.00	1773.590000	1736.8767892206	10472525.00	3.10
8	Apple Gaming Expanded 24/7 process improvement	Electronics	Gaming	Apple	690.76	70	11556	17834602.68	1592.370000	1531.4812857143	9852180.12	4.71
754	HP Gaming Digitized real-time migration	Electronics	Gaming	HP	510.82	92	15498	17556436.98	1161.410000	1127.6232246413	9639748.62	3.37
801	Apple Gaming Open-architected fault-tolerant capacity	Electronics	Gaming	Apple	521.60	84	14605	17176164.53	1210.260000	1169.6947817500	9558196.53	3.87
651	Dell Tablets Exclusive value-added system engine	Electronics	Tablets	Dell	767.36	76	10404	16992302.40	1683.140000	1626.7734649211	9008688.96	3.98
572	Dell Gaming Profit-focused solution-oriented firmware	Electronics	Gaming	Dell	545.15	83	13098	16641552.98	1313.470000	1264.7769076265	9501178.28	4.37
category	product_count	order_count	units_sold	revenue	avg_price	avg_cost	total_profit	profit_margin_percent
Electronics	197	14565	2168807	1788791427.74	846.8568020305	446.924162	812177979.78	45.40
Home	194	14262	2117398	638303488.53	313.8045876289	165.292423	289359554.86	45.33
Sports	208	15266	2269656	482768895.84	219.7958173077	119.157548	211881511.68	43.89
Clothing	216	15829	2353781	364121382.41	158.4389351852	83.134907	165590013.51	45.48
Books	185	13689	2039757	89892714.50	45.4601081081	23.988865	40701789.52	45.28
586	Levis Mens Business-focused local hub	Clothing	0	87	20976.35	87.00	20976.35	5	High Velocity
669	McGraw Hill Educational Networked global focus group	Books	0	87	5001.06	87.00	5001.06	5	High Velocity
691	Harper Educational Implemented high-level encryption	Books	0	87	5946.82	87.00	5946.82	5	High Velocity
795	Microsoft Laptops Polarized client-server process improvement	Electronics	0	87	32751.05	87.00	32751.05	5	High Velocity
800	REI Winter Secured motivating migration	Sports	0	87	28567.55	87.00	28567.55	5	High Velocity
840	Nike Water Sports Ergonomic multimedia projection	Sports	0	87	25408.14	87.00	25408.14	5	High Velocity
859	REI Winter Assimilated bi-directional productivity	Sports	0	87	23229.19	87.00	23229.19	5	High Velocity
913	Adidas Winter Visionary responsive system engine	Sports	0	87	24326.94	87.00	24326.94	5	High Velocity
934	Penguin Non-Fiction Proactive empowering capability	Books	0	87	5199.13	87.00	5199.13	5	High Velocity
998	Patagonia Winter Diverse multi-state interface	Sports	0	87	18204.60	87.00	18204.60	5	High Velocity
216	HP Tablets Expanded dedicated product	Electronics	0	86	82162.60	86.00	82162.60	5	High Velocity
247	Penguin Children Public-key systemic Graphic Interface	Books	0	86	2031.82	86.00	2031.82	5	High Velocity
304	McGraw Hill Children Virtual contextually-based installation	Books	0	86	3366.95	86.00	3366.95	5	High Velocity
359	Scholastic Educational Devolved radical conglomeration	Books	0	86	2859.92	86.00	2859.92	5	High Velocity
446	Zara Accessories Phased solution-oriented help-desk	Clothing	0	86	3731.48	86.00	3731.48	5	High Velocity
473	Samsung Laptops Customer-focused optimal productivity	Electronics	0	86	74615.31	86.00	74615.31	5	High Velocity
534	Zara Shoes Organic reciprocal architecture	Clothing	0	86	5093.52	86.00	5093.52	5	High Velocity
553	Samsung Smartphones Reduced disintermediate leverage	Electronics	0	86	14293.32	86.00	14293.32	5	High Velocity
605	West Elm Furniture Public-key web-enabled info-mediaries	Home	0	86	3358.84	86.00	3358.84	5	High Velocity
702	Target Decor Multi-tiered dynamic knowledge user	Home	0	86	20421.99	86.00	20421.99	5	High Velocity
718	Home Depot Decor Profound 24hour model	Home	0	86	26775.86	86.00	26775.86	5	High Velocity
720	Home Depot Furniture Cross-platform regional product	Home	0	86	24696.24	86.00	24696.24	5	High Velocity
721	Adidas Team Sports Reduced actuating groupware	Sports	0	86	16989.36	86.00	16989.36	5	High Velocity
757	West Elm Decor Fully-configurable dedicated success	Home	0	86	52031.93	86.00	52031.93	5	High Velocity
808	Adidas Outdoor Exclusive bi-directional info-mediaries	Sports	0	86	20915.98	86.00	20915.98	5	High Velocity
833	Microsoft Accessories Right-sized optimizing open architecture	Electronics	0	86	59546.42	86.00	59546.42	5	High Velocity
847	Levis Shoes Compatible object-oriented customer loyalty	Clothing	0	86	15024.80	86.00	15024.80	5	High Velocity
869	H&M Womens Diverse national Local Area Network	Clothing	0	86	13413.21	86.00	13413.21	5	High Velocity
132	Adidas Water Sports Quality-focused disintermediate extranet	Sports	0	85	16755.92	85.00	16755.92	5	High Velocity
137	Apple Tablets Face-to-face 6thgeneration service-desk	Electronics	0	85	118086.76	85.00	118086.76	5	High Velocity
278	Target Garden Synergized high-level help-desk	Home	0	85	8142.77	85.00	8142.77	5	High Velocity
285	Adidas Womens Object-based secondary leverage	Clothing	0	85	20849.35	85.00	20849.35	5	High Velocity
418	Under Armour Water Sports Progressive maximized knowledge user	Sports	0	85	16395.11	85.00	16395.11	5	High Velocity
488	Gap Shoes Face-to-face upward-trending info-mediaries	Clothing	0	85	24440.64	85.00	24440.64	5	High Velocity
506	H&M Mens Multi-channeled full-range circuit	Clothing	0	85	2299.58	85.00	2299.58	5	High Velocity
625	Random House Non-Fiction Enhanced empowering Internet solution	Books	0	85	2073.80	85.00	2073.80	5	High Velocity
671	HP Accessories Right-sized grid-enabled Local Area Network	Electronics	0	85	52941.95	85.00	52941.95	5	High Velocity
759	Target Kitchen Streamlined bandwidth-monitored contingency	Home	0	85	31748.43	85.00	31748.43	5	High Velocity
772	Samsung Tablets Team-oriented foreground software	Electronics	0	85	10623.38	85.00	10623.38	5	High Velocity
852	Penguin Fiction Secured incremental system engine	Books	0	85	5202.80	85.00	5202.80	5	High Velocity
921	Home Depot Garden Polarized client-driven benchmark	Home	0	85	11403.51	85.00	11403.51	5	High Velocity
11	Adidas Fitness Up-sized local functionalities	Sports	0	84	23086.76	84.00	23086.76	5	High Velocity
42	Gap Womens Balanced logistical collaboration	Clothing	0	84	6093.57	84.00	6093.57	5	High Velocity
475	McGraw Hill Fiction Public-key web-enabled toolset	Books	0	84	3225.85	84.00	3225.85	5	High Velocity
562	Microsoft Tablets Synergized directional throughput	Electronics	0	84	38767.05	84.00	38767.05	5	High Velocity
609	Samsung Tablets Implemented logistical knowledgebase	Electronics	0	84	96400.10	84.00	96400.10	5	High Velocity
715	Zara Kids Total systemic contingency	Clothing	0	84	24775.94	84.00	24775.94	5	High Velocity
760	Target Garden Mandatory modular knowledgebase	Home	0	84	26124.02	84.00	26124.02	5	High Velocity
764	West Elm Furniture Ameliorated national service-desk	Home	0	84	18459.02	84.00	18459.02	5	High Velocity
923	Target Furniture Visionary modular alliance	Home	0	84	41390.87	84.00	41390.87	5	High Velocity
151	Samsung Accessories Pre-emptive uniform paradigm	Electronics	0	83	104130.23	83.00	104130.23	5	High Velocity
211	Gap Shoes Multi-lateral executive adapter	Clothing	0	83	4168.94	83.00	4168.94	5	High Velocity
558	H&M Accessories Optimized responsive framework	Clothing	0	83	10259.20	83.00	10259.20	5	High Velocity
595	Dell Accessories Networked even-keeled frame	Electronics	0	83	41722.59	83.00	41722.59	5	High Velocity
630	Zara Accessories Advanced tertiary collaboration	Clothing	0	83	2770.46	83.00	2770.46	5	High Velocity
638	HP Tablets Programmable static customer loyalty	Electronics	0	83	28096.45	83.00	28096.45	5	High Velocity
650	McGraw Hill Fiction Compatible background extranet	Books	0	83	5314.29	83.00	5314.29	5	High Velocity
778	Dell Smartphones Triple-buffered systemic frame	Electronics	0	83	8464.02	83.00	8464.02	5	High Velocity
44	Adidas Team Sports Streamlined content-based framework	Sports	0	82	10655.57	82.00	10655.57	5	High Velocity
48	IKEA Furniture Phased full-range functionalities	Home	0	82	15462.76	82.00	15462.76	5	High Velocity
480	Harper Children Intuitive regional Graphic Interface	Books	0	82	3682.65	82.00	3682.65	5	High Velocity
545	Dell Gaming Cloned clear-thinking instruction set	Electronics	0	82	117847.93	82.00	117847.93	5	High Velocity
668	Apple Smartphones Assimilated full-range focus group	Electronics	0	82	66402.28	82.00	66402.28	5	High Velocity
763	Adidas Water Sports Extended leadingedge structure	Sports	0	82	31715.36	82.00	31715.36	5	High Velocity
866	Wayfair Storage Open-architected system-worthy open architecture	Home	0	82	42028.46	82.00	42028.46	5	High Velocity
907	Scholastic Children Right-sized non-volatile monitoring	Books	0	82	6490.85	82.00	6490.85	5	High Velocity
18	Levis Shoes Exclusive heuristic synergy	Clothing	0	81	9898.36	81.00	9898.36	5	High Velocity
133	Penguin Reference Optional optimal info-mediaries	Books	0	81	1446.11	81.00	1446.11	5	High Velocity
289	Patagonia Fitness Digitized attitude-oriented benchmark	Sports	0	81	16498.70	81.00	16498.70	5	High Velocity
443	IKEA Storage Sharable human-resource benchmark	Home	0	81	37521.22	81.00	37521.22	5	High Velocity
601	Nike Kids Extended multi-state extranet	Clothing	0	81	15253.29	81.00	15253.29	5	High Velocity
656	Samsung Gaming Networked regional leverage	Electronics	0	81	19042.35	81.00	19042.35	5	High Velocity
768	Nike Kids Organic methodical application	Clothing	0	81	5049.00	81.00	5049.00	5	High Velocity
35	Adidas Shoes Organic next generation success	Clothing	0	80	2041.14	80.00	2041.14	5	High Velocity
373	Target Furniture Adaptive contextually-based superstructure	Home	0	80	42537.72	80.00	42537.72	5	High Velocity
407	West Elm Decor Universal hybrid projection	Home	0	80	33368.01	80.00	33368.01	5	High Velocity
697	Nike Winter Organic composite infrastructure	Sports	0	80	28618.65	80.00	28618.65	5	High Velocity
698	REI Winter Cross-group object-oriented flexibility	Sports	0	80	24883.70	80.00	24883.70	5	High Velocity
728	Dell Smartphones Monitored scalable capacity	Electronics	0	80	49459.53	80.00	49459.53	5	High Velocity
268	Penguin Reference Monitored tangible attitude	Books	0	79	2338.65	79.00	2338.65	5	High Velocity
310	Wayfair Kitchen Ameliorated logistical neural-net	Home	0	79	20863.59	79.00	20863.59	5	High Velocity
388	Target Furniture Visionary zero-defect capacity	Home	0	79	45710.31	79.00	45710.31	5	High Velocity
568	Home Depot Storage User-friendly asynchronous product	Home	0	79	12027.25	79.00	12027.25	5	High Velocity
929	Microsoft Tablets Virtual grid-enabled strategy	Electronics	0	79	16887.43	79.00	16887.43	5	High Velocity
37	Harper Fiction Configurable local Graphic Interface	Books	0	78	2658.98	78.00	2658.98	5	High Velocity
148	Nike Shoes User-friendly zero tolerance application	Clothing	0	78	2572.94	78.00	2572.94	5	High Velocity
198	Levis Accessories Visionary actuating access	Clothing	0	78	11873.35	78.00	11873.35	5	High Velocity
523	Apple Laptops Synergized executive contingency	Electronics	0	78	32154.56	78.00	32154.56	5	High Velocity
588	Samsung Accessories Sharable responsive info-mediaries	Electronics	0	78	55207.52	78.00	55207.52	5	High Velocity
2	Random House Fiction Secured multimedia open architecture	Books	0	77	2261.23	77.00	2261.23	5	High Velocity
82	Home Depot Furniture Configurable systematic ability	Home	0	77	5464.98	77.00	5464.98	5	High Velocity
500	REI Water Sports Visionary non-volatile installation	Sports	0	77	24062.09	77.00	24062.09	5	High Velocity
560	IKEA Garden Multi-layered system-worthy orchestration	Home	0	77	26575.26	77.00	26575.26	5	High Velocity
598	Apple Laptops Persistent high-level throughput	Electronics	0	76	67420.64	76.00	67420.64	5	High Velocity
619	Levis Mens Re-contextualized tertiary implementation	Clothing	0	76	12918.53	76.00	12918.53	5	High Velocity
758	REI Water Sports Future-proofed exuding success	Sports	0	76	6972.76	76.00	6972.76	5	High Velocity
244	Dell Smartphones Vision-oriented zero tolerance infrastructure	Electronics	0	75	74416.91	75.00	74416.91	5	High Velocity
476	Wayfair Storage Optimized solution-oriented interface	Home	0	75	19941.48	75.00	19941.48	5	High Velocity
661	IKEA Decor Seamless holistic hardware	Home	0	75	7005.78	75.00	7005.78	5	High Velocity
936	Samsung Smartphones Optional systemic functionalities	Electronics	0	75	11431.42	75.00	11431.42	5	High Velocity
287	Home Depot Garden Face-to-face content-based model	Home	0	73	7943.91	73.00	7943.91	5	High Velocity
441	Patagonia Outdoor Ergonomic directional help-desk	Sports	0	73	24889.57	73.00	24889.57	5	High Velocity
526	Gap Kids Configurable mission-critical monitoring	Clothing	0	73	12513.51	73.00	12513.51	5	High Velocity
368	Scholastic Children Right-sized bifurcated customer loyalty	Books	0	72	3431.31	72.00	3431.31	5	High Velocity
391	REI Team Sports Right-sized directional neural-net	Sports	0	72	18958.26	72.00	18958.26	5	High Velocity
231	Random House Educational Switchable mission-critical productivity	Books	0	66	1336.30	66.00	1336.30	5	High Velocity
975	Apple Laptops Configurable optimizing conglomeration	Electronics	0	66	56076.44	66.00	56076.44	5	High Velocity
286	Sony Laptops Fully-configurable disintermediate knowledge user	Electronics	0	63	92081.66	63.00	92081.66	5	High Velocity
890	Penguin Reference Total homogeneous encoding	Books	0	60	2083.82	60.00	2083.82	5	High Velocity
